datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude,year,month
2/21/2014 19:45,winter park,fl,us,light,2400,40 minute,Irregularly pulsing red lights shooting across the sky&#44 coming to a complete stop&#44 then ascending upwards into the atmosphere.,2/27/2014,28.5997,-81.3394,2014.0,2.0
2/21/2014 19:50,monroe,oh,us,light,900,15 minutes,Multiple lights seen Over Monroe&#44 Ohio.,2/27/2014,39.4403,-84.3622,2014.0,2.0
2/21/2014 20:00,eastvale,ca,,fireball,180,2-3 minutes,Single Red Fireball.,2/27/2014,33.9631,-117.5639,2014.0,2.0
2/21/2014 20:00,kennett square,pa,us,diamond,120,2 minutes,Low flying&#44 no sound&#44 no blinking diamond shaped lights/craft in Kennett Square&#44 PA&#44 flying southeast.,2/27/2014,39.8467,-75.7119,2014.0,2.0
2/21/2014 21:00,castle rock,co,us,light,20,20 seconds,Star-like flaming sphere appeared brightly then&#44 shortly later dispersed.,2/27/2014,39.3722,-104.8556,2014.0,2.0
2/21/2014 21:00,orlando,fl,us,oval,20,several hours,Load booms like thunder but sound like they are coming from underground.,2/27/2014,28.5381,-81.3794,2014.0,2.0
2/21/2014 21:00,piqua,oh,us,light,60,1 minute,Two lights were moving at high speeds in unusual formations.,2/27/2014,40.1447,-84.2425,2014.0,2.0
2/21/2014 21:04,thousand oaks,ca,us,formation,120,2 minutes,UFO sighting over Thousand Oaks&#44 California.,2/27/2014,34.1706,-118.8367,2014.0,2.0
2/21/2014 21:15,avon,ct,us,sphere,240,3-4 minutes,2 orange spheres on two consecutive nights.,2/27/2014,41.8097,-72.8311,2014.0,2.0
2/21/2014 22:00,raleigh,nc,us,triangle,600,10 minutes,3 crafts flying in a very symmetrical triangle formation.  They continued to fly across the sky in that way&#44 always in a triangle.,2/27/2014,35.7719,-78.6389,2014.0,2.0
2/21/2014 22:20,new orleans,la,us,triangle,5,5 seconds,Very clear night.  On back porch looking at stars which is rare for New Orleans.,2/27/2014,29.9544,-90.075,2014.0,2.0
2/21/2014 22:30,glenwood,ny,us,formation,60,1 minute,We saw like 6 green orbs weightlessly float to the ground and vanish.,2/27/2014,42.6192,-78.6581,2014.0,2.0
2/21/2014 23:30,palmer,ak,us,light,300,5 minutes,Orange/Amber lights over the Hatcher Pass area.,2/27/2014,61.5997,-149.1128,2014.0,2.0
2/21/2014 23:30,stoney beach,md,,chevron,300,5 minutes,Three objects over the water with flashing lights.,2/27/2014,39.1721,-76.52199999999999,2014.0,2.0
2/21/2014 23:46,oakland,ca,us,unknown,120,2 minutes,Orange lights ORB silent and odd movement with VIDEO.,2/27/2014,37.8044,-122.2697,2014.0,2.0
2/2/2014 0:00,chattanooga,tn,us,oval,180,3 minutes,Bright orange light moving slowly across the sky.,3/18/2014,35.0456,-85.3097,2014.0,2.0
2/2/2014 0:00,wellington,fl,us,fireball,45,45 seconds,Me and my friends saw a giant orange fireball going really fast across the sky.,3/18/2014,26.6583,-80.2417,2014.0,2.0
2/2/2014 0:42,miami,fl,us,circle,180,3 minutes,3 red/Orange lights moving Very slowly&#44 with same distance on of the other them desapearedpd one by One.,2/7/2014,25.7739,-80.1939,2014.0,2.0
2/2/2014 5:00,mount airy,nc,us,changing,360,6 minutes,Really bright object shooting beams.,2/7/2014,36.4992,-80.6075,2014.0,2.0
2/2/2014 7:02,rothwell (uk/england),,gb,oval,180,3 minutes,OK this may sound strange&#44 but about 10 mins or so ago&#44 i spotted an object in the sky quite bright flying past my bedroom. at 1at i th,2/7/2014,52.4167,-0.8,2014.0,2.0
2/2/2014 15:00,clinton,tn,us,,300,~5 minutes,Me and my buds&#33,2/7/2014,36.1033,-84.1319,2014.0,2.0
2/2/2014 18:00,portland,or,us,other,900,15 minutes,Red/Orange Blinking orb over the North/Northwestern sky in Portland Oregon,2/7/2014,45.5236,-122.675,2014.0,2.0
2/2/2014 19:00,huntington beach,ca,us,light,600,5-10 minutes,UFO sighting with family and people that lived close&#44 SIx red/orange hovering balls of light,2/7/2014,33.6603,-117.9983,2014.0,2.0
2/2/2014 19:00,portland,or,us,unknown,900,15 minutes,Bright red orb over N. Portland.,2/7/2014,45.5236,-122.675,2014.0,2.0
2/2/2014 19:10,auburn,wa,us,light,780,13 minutes,Steady&#44 amber/orange&#44 single light seen moving across the horizon.,2/7/2014,47.3075,-122.2272,2014.0,2.0
2/2/2014 19:35,highland,ca,us,light,300,5 minutes,SEVERAL ORANGE GLOWING LIGHTS-LIGHTS WOULD GET DIMMER AT TIMES-SOULNDLESS-OVER OLD AFB.,2/7/2014,34.1283,-117.2078,2014.0,2.0
2/2/2014 20:00,aberdeen,wa,us,cross,300,5 minutes,Four red crosses/X&#39s flying east to west @ unknown altitude and speed.,2/7/2014,46.9756,-123.8144,2014.0,2.0
2/2/2014 20:10,port st. lucie,fl,,disk,180,3 minutes,Orange saucer sighted by two for 4 minutes over western/central FL 8:10pm on 02.02.2014,2/7/2014,27.273,-80.3582,2014.0,2.0
2/2/2014 20:30,lake country (canada),bc,,diamond,180,3 minutes,low hovering &#39ufo&#39 observed for several minutes while driving... saw very distinctly.,2/27/2014,50.0549,-119.4148,2014.0,2.0
2/2/2014 20:30,thatcher,az,us,circle,90,1.5 minutes,Orange glowing light&#44 appeared to be circular&#44 coming from NW to SE direction disappeared in clouds.  It did not make a sound.,2/7/2014,32.8492,-109.7586,2014.0,2.0
2/2/2014 21:00,bluefield/bland virginia,wv,,other,600,5-10 minutes,White light and flash?,2/7/2014,37.2698,-81.2223,2014.0,2.0
2/2/2014 21:00,nanaimo (canada),bc,ca,changing,600,10 minutes,2 Unidentified Flaming objects growing and shrinking in size then disappearing,2/7/2014,49.15,-123.9167,2014.0,2.0
2/2/2014 21:30,ann arbor,mi,us,triangle,30,30 seconds,Three bright white lights across the front of one single vehicle.,2/7/2014,42.2708,-83.7264,2014.0,2.0
2/2/2014 22:00,billings,mt,us,light,60,1 minutes,Bright red light traveling skyward at great speed.  Many tight movements upwards&#44 unlike what man-made craft could possibly do.  Light,2/7/2014,45.7833,-108.5,2014.0,2.0
2/2/2014 22:00,birmingham (uk/endland),,gb,circle,2,seconds,Bright light flashing in bedroom no sine of any vehicle on the road looking out of my window and see a bright yellow almost golden flas,2/7/2014,52.4667,-1.9167,2014.0,2.0
2/2/2014 22:00,fairfield,ca,us,other,120,2 minutes,3 rounds lights in a triangular shape color like a flaming yellow&#44 no sound.,2/7/2014,38.2494,-122.0389,2014.0,2.0
2/2/2014 22:00,north augusta,sc,us,sphere,240,4 minutes,Three large round orange lights slowly drifting across the sky.,2/7/2014,33.5017,-81.9653,2014.0,2.0
2/2/2014 22:00,princeton,wv,us,light,60,1 minute,Cobalt bue lightning like flashes near I-77 exit 9 at Princeton&#44 WV.,2/7/2014,37.3661,-81.1028,2014.0,2.0
2/22/2014 0:23,hopewell junction,ny,us,circle,60,1 minute,Driving on the Taconic Parkway north toward Poughkeepsie a flying circle craft with 5 white lights on the bottom of it.,4/11/2014,41.5839,-73.8092,2014.0,2.0
2/22/2014 1:00,scranton,pa,us,unknown,1500,~25 minutes,I dont know what it was and i went inside right away.,2/27/2014,41.4089,-75.6628,2014.0,2.0
2/22/2014 1:20,lafayette,in,us,circle,2,several,Maybe a drone&#44 small dark object moving in random directions&#44 also staying still.,2/27/2014,40.4167,-86.8753,2014.0,2.0
2/22/2014 4:00,ada,ok,us,other,7200,2 hours,UFO on pond dam.,2/27/2014,34.7744,-96.6781,2014.0,2.0
2/22/2014 4:00,southampton,ma,us,unknown,7200,1 1l2 hours,Cross of lights with streams at ends covering the center of my binocular&#39s field of vision.  Apparently stationary--moved with stars.,2/27/2014,42.2292,-72.7306,2014.0,2.0
2/22/2014 5:35,savannah,mo,us,other,5,5 seconds,Three lights (think part of another bigger object) zoomed across sky.,2/27/2014,39.9417,-94.83,2014.0,2.0
2/22/2014 10:30,washington&#44 d.c.,dc,,formation,20,20 seconds,8 orbs of light flew  directly over head in a formation before a synchronized deformation and dissapearance. Lone orb 5 min later.,2/27/2014,38.9072,-77.0365,2014.0,2.0
2/22/2014 11:00,fresno,ca,us,unknown,10,10 seconds,UFO observed had no sound or detail to it&#44 and floated across the sky.,2/27/2014,36.7478,-119.7714,2014.0,2.0
2/22/2014 13:00,sacramento (east),ca,us,light,720,12 minutes,Eight lights in the sky flashing moving and disappearing within twenty minutes.,2/27/2014,38.5817,-121.4933,2014.0,2.0
2/22/2014 18:30,collierville,tn,us,circle,300,5 minutes,REPORT FROM RETIRED ATP PILOT:  Eight to ten orange sphere objects seen in Memphis evening sky&#44 three observers.,2/27/2014,35.0419,-89.6644,2014.0,2.0
2/22/2014 18:55,virginia beach,va,us,circle,2,2 seconds,One bright traveling light splits into two in Virginia Beach sky.,2/27/2014,36.8528,-75.9783,2014.0,2.0
2/22/2014 19:00,chico,ca,us,light,15,15 seconds,Light moving across sky and then dissipates and disapears within 15-20 seconds.,5/2/2014,39.7286,-121.8364,2014.0,2.0
2/22/2014 19:00,dothan,al,us,fireball,120,2 minutes,Hovering fireball in Dothan&#44 AL.,2/27/2014,31.2231,-85.3906,2014.0,2.0
2/22/2014 19:00,shediac cape (canada),nb,,disk,120,2 minutes,Flying saucer with green&#44 blue and red lights flying over Shediac&#44 NB.,2/27/2014,46.2502,-64.5692,2014.0,2.0
2/22/2014 19:00,stockton,ca,us,circle,300,5 minutes,Red Lights In the sky.,2/27/2014,37.9578,-121.2897,2014.0,2.0
2/22/2014 19:00,stockton,ca,us,light,180,3 minutes,Saw them before in Florida.,2/27/2014,37.9578,-121.2897,2014.0,2.0
2/22/2014 19:00,williston,vt,us,fireball,180,3 minutes,Several bright&#44 glowing&#44 orange-yellow orbs low in the sky. Geometric formation (diamond&#44 triangle),3/18/2014,44.4375,-73.0686,2014.0,2.0
2/22/2014 19:02,las vegas,nv,us,light,60,1 minute,Ufo in Vegas with video.,2/27/2014,36.175,-115.1364,2014.0,2.0
2/22/2014 19:15,boca raton,fl,us,oval,600,10 minutes,Nine orange oval objects flying above Boca Raton.,2/27/2014,26.3583,-80.0833,2014.0,2.0
2/22/2014 19:15,thurmond,wv,us,formation,120,2 minutes,Approximately 7:15 pm&#44 we looked into the sky and seen a formation of 4 red lights in a triangular shape&#44 but not a perfect triangle.,2/27/2014,37.9614,-81.0825,2014.0,2.0
2/22/2014 19:40,manchester,nh,us,sphere,300,5:00,Very big and bright craft over the Merrimack.,2/27/2014,42.9956,-71.4553,2014.0,2.0
2/22/2014 19:45,jeffersonville,vt,us,sphere,120,2 minutes,Bright orange lights appeared over mountains&#44 no sound disappeared and quickly as they appeared.,2/27/2014,44.6439,-72.8297,2014.0,2.0
2/22/2014 19:45,philadelphia,pa,us,fireball,900,15 minutes,Multiple bright orange objects over Philadelphia.,2/27/2014,39.9522,-75.1642,2014.0,2.0
2/22/2014 20:00,burke,vt,,cone,120,2 minutes,While grooming ski trails at Burke mountain in east Burke&#44 Vt.  I was facing in my groomer NE and noticed a group of 10 lights.,2/27/2014,44.6156,-71.9542,2014.0,2.0
2/22/2014 20:00,charlottesville,va,us,light,45,45 seconds,Red ball of light&#44 became a halo as it moved up into the sky&#44 flew erratically then straightened out.,2/27/2014,38.0292,-78.4769,2014.0,2.0
2/22/2014 20:20,beaverton,or,us,light,240,4 minutes,4 vertical aligned red lights in south/southwest sky.,2/27/2014,45.4872,-122.8025,2014.0,2.0
2/22/2014 20:53,wilton,me,us,triangle,300,5 minutes,Flying in Wilton hovered in the sky&#44 had red&#44 blue&#44 green lights.  Moved like nothing ever seen before hovered then moved side to side.,2/27/2014,44.5928,-70.2286,2014.0,2.0
2/22/2014 22:10,harpers ferry,wv,us,unknown,4,4 seconds,Object viewed with telescope moving a high rate of speed outside our solar system.,2/27/2014,39.3253,-77.7392,2014.0,2.0
2/22/2014 22:17,minnetonka,mn,us,light,7,6-7 seconds,Bright light moving rapidly across night sky&#44 leaving a trail&#44 but slower than a meteor and it didn&#39t burn out.,2/27/2014,44.9133,-93.5031,2014.0,2.0
2/22/2014 22:23,fond du lac,wi,us,cigar,8,8 seconds,I saw a luminous silver colored cigar shaped object travelling west to E.  It was N of my position in central Fond du Lac.,2/27/2014,43.7731,-88.4469,2014.0,2.0
2/22/2014 22:30,tunkhannock,pa,us,triangle,45,45 seconds,My husband saw two lights in the sky relatively close to the terrain.  We stopped at the main stoplight in town.,2/27/2014,41.5386,-75.9469,2014.0,2.0
2/22/2014 23:00,newport beach,ca,us,circle,1200,20 minutes,On Sat Feb 22 at 11pm I was on my deck smoking a cigarette when I saw 3 round objects with yellow lights coming up from the south.,2/27/2014,33.6189,-117.9281,2014.0,2.0
2/22/2014 23:00,new york city (bronx),ny,us,light,15,~15 seconds,5 lights in the sky&#44 Bronx nyc.  Flying together&#44 size of the stars.  Bright like the stars. 2/22/2014.,2/27/2014,40.7142,-74.0064,2014.0,2.0
2/22/2014 23:15,quakertown,pa,us,circle,12,12 seconds,Red pulsing object traveling at high speed execute a 90 degree turn.,2/27/2014,40.4417,-75.3419,2014.0,2.0
2/23/2014 6:40,san diego,ca,us,other,60,1 minute,Daytime sighting of a &quot;Chariot&quot; shaped object over San Diego CA.,2/27/2014,32.7153,-117.1564,2014.0,2.0
2/23/2014 7:00,winter park,fl,us,unknown,4,4 seconds,At around 7 AM this morning&#44 I woke up hearing my wife making a bottle for our baby. At the same time&#44 I heard a loud humming&#44 to the p,2/27/2014,28.5997,-81.3394,2014.0,2.0
2/23/2014 18:05,parker,co,us,sphere,1,1 second,Driving down the road (heading north at 39.564284 - -104.803112)&#44 I saw a white and dark teal colored light flying above me.,2/27/2014,39.5186,-104.7608,2014.0,2.0
2/23/2014 18:40,west deptford,nj,,oval,240,4+ minutes,Flaming object crossing the night sky in South Jersey.,2/27/2014,39.8197,-75.1228,2014.0,2.0
2/23/2014 19:30,brandon,fl,us,light,240,~4 minutes,8 amber colored spheres seen in the sky traveling in formation&#44 then disappearing.,2/27/2014,27.9375,-82.2861,2014.0,2.0
2/23/2014 19:32,olean,ny,us,triangle,120,1-2 minutes,Wispy clouds then triangle shaped craft.,2/27/2014,42.0775,-78.43,2014.0,2.0
2/23/2014 19:45,anchorage,ak,us,light,600,5-10 minutes,2 Unidentified Orange Lights above Anchorage.,2/27/2014,61.2181,-149.9003,2014.0,2.0
2/23/2014 19:55,victorville,ca,us,light,45,45 seconds,Red light traveling slowly across sky.,2/27/2014,34.5361,-117.2903,2014.0,2.0
2/23/2014 20:15,ketchum,id,us,light,3,3 seconds,Large bright white object in sky.,2/27/2014,43.6808,-114.3628,2014.0,2.0
2/23/2014 20:15,loganville,ga,us,triangle,180,3 minutes,Triangular shaped object with 3 bright rectangle lights and one red flashing light.,2/27/2014,33.8389,-83.9008,2014.0,2.0
2/23/2014 20:15,williston,vt,us,fireball,2,seconds,Large orange fireball&#44 exceptional speed and low altitude; observed by at least two people.  AWESOME&#33,3/18/2014,44.4375,-73.0686,2014.0,2.0
2/23/2014 20:43,ballston spa,ny,us,fireball,60,1 minute,Green fireball fell from sky close to home. No noise heard. No impact felt.,2/27/2014,43.0008,-73.8494,2014.0,2.0
2/23/2014 21:00,fritch,tx,us,light,300,5 minutes,I was on the front porch looking at the sky as I do and to the E&#44 about 40 deg. off the east horizon I saw a white light&#44 moving.,2/27/2014,35.6397,-101.6028,2014.0,2.0
2/23/2014 21:00,indianapolis,in,us,unknown,420,~7 minutes,Two objects&#44 one stationary&#44 one sweeping the other.,2/27/2014,39.7683,-86.1581,2014.0,2.0
2/23/2014 21:00,latham,ny,us,circle,3,3 seconds,Blue/green circular light falling extremely fast straight down from the sky with an orange white light trailing behind it.,2/27/2014,42.7469,-73.7594,2014.0,2.0
2/23/2014 21:00,levittown,ny,us,fireball,2,seconds,((HOAX??))  This was one of the most wonderful&#44 light&#44 fire&#44 glowing flame experience.,2/27/2014,40.7258,-73.5147,2014.0,2.0
2/23/2014 21:05,albuquerque,nm,us,light,30,30 seconds,I saw a bright orange oval shape that moved slightly and disappeared with no flash nor sound.,2/27/2014,35.0844,-106.6506,2014.0,2.0
2/23/2014 21:30,kilmarnock,va,us,triangle,3,3 seconds,Large&#44 silent&#44 high-flying speedy aircraft with triangle light alignment frightens skeptic.,2/27/2014,37.7103,-76.38,2014.0,2.0
2/23/2014 21:55,temple city,ca,us,diamond,300,5 minutes,Ten diamond shape objects floating in the sky.,2/27/2014,34.1072,-118.0569,2014.0,2.0
2/23/2014 22:00,antelope,ca,us,circle,240,4 minutes,Orange/golden orb floats above Antelope/North Highlands&#44 CA before dissappearing as small plane approached.,2/27/2014,38.7083,-121.3289,2014.0,2.0
2/23/2014 23:00,balboa island,ca,us,circle,1680,28 minutes,Three round lights came over ocean then disappeared.  This happened every minute for 28 minutes then they were gone.,2/27/2014,33.5944,-117.8908,2014.0,2.0
2/23/2014 23:00,cape girardeau,mo,us,unknown,120,2 minutes,2 Perfect White Circles hovering extremely low with no noise.,2/27/2014,37.3058,-89.5181,2014.0,2.0
2/23/2014 23:00,los angeles,ca,us,circle,3600,1 hour,Circular craft that hovered for 1 hour near downtown Los Angeles February 23 2014 @ apx 23:00  and video taped.,3/18/2014,34.0522,-118.2428,2014.0,2.0
2/24/2014 0:00,orlando,fl,us,triangle,900,15 minutes,Triangular shaped aircraft followed by helicopter above 535.,2/27/2014,28.5381,-81.3794,2014.0,2.0
2/24/2014 0:00,palm city,fl,us,circle,180,3 minutes,Bright orange light rotating in sky but no sound of an aircraft.,2/27/2014,27.1675,-80.2664,2014.0,2.0
2/24/2014 4:00,browns summit,nc,us,light,600,10 minutes,Yellow-white light ball of light sitting above tree tops moving slowly and fading in and out.,2/27/2014,36.2125,-79.7139,2014.0,2.0
2/24/2014 10:45,briceville,tn,us,other,120,2 minutes,Small&#44 stealth craft appeared to go down three miles East of Pilot Mountain.,2/27/2014,36.1783,-84.1853,2014.0,2.0
2/24/2014 16:20,sacramento,ca,us,circle,30,30 seconds,Very high in a perfectly clear blue sky appeared to be round lights 2&#44 round or disc shaped moving in and out of view then vanishing.,2/27/2014,38.5817,-121.4933,2014.0,2.0
2/24/2014 18:20,salem,nh,us,triangle,90,90 seconds,Clearly a triangular craft with a white light on each corner and slowly blinking red light in the center,3/18/2014,42.7883,-71.2014,2014.0,2.0
2/24/2014 19:00,blythe,ca,us,triangle,300,5 minutes,3 lights flying in triangle formation traveling east.,2/27/2014,33.6103,-114.5956,2014.0,2.0
2/24/2014 19:00,fresno,ca,us,unknown,300,5 minutes,Large flying object in the dark sky appeared to be dark and had 4 or 5 red flashing lights.,2/27/2014,36.7478,-119.7714,2014.0,2.0
2/24/2014 20:00,east tawas,mi,us,unknown,180,3 minutes,New type of aircraft?,2/27/2014,44.2794,-83.4903,2014.0,2.0
2/24/2014 20:48,san jose,ca,us,light,30,30 seconds,((HOAX??))  Bright white light flew south and dimmed until it disappeared.,2/27/2014,37.3394,-121.8939,2014.0,2.0
2/24/2014 21:00,west chester (near),pa,us,light,1800,30 minutes,((HOAX??))  Three lights in the sky over route 202 near West Chester&#44 PA.,2/27/2014,39.8494,-75.3561,2014.0,2.0
2/24/2014 21:15,belcamp,md,us,changing,60,1 minute,Was taking out trash and a white light which looked like a plane just went across the sky then I saw a little red.,2/27/2014,39.4689,-76.2336,2014.0,2.0
2/24/2014 21:15,philadelphia,pa,us,fireball,30,30 seconds,Fireball in Philadelphia.,2/27/2014,39.9522,-75.1642,2014.0,2.0
2/24/2014 21:25,philadelphia,pa,us,circle,25,25 sec,2 of us saw a white ball of light traveling at a great deal of speed crossing I-95 near Philadelphia airport. After it passed little fl,3/18/2014,39.9522,-75.1642,2014.0,2.0
2/24/2014 21:35,smithsburg,md,us,other,5,5 seconds,((HOAX??))  Self-luminous object fell&#44 government cars in pursuit.,3/18/2014,39.6547,-77.5731,2014.0,2.0
2/25/2014 1:00,ft. wayne,in,us,light,15,15 seconds,((HOAX??))  Orange beams in the sky; a &quot;V&quot; shaped lighting bolt struck it; I-65 S&#44 N of Ft. Wayne and north of Indianapolis.,2/27/2014,41.1306,-85.1289,2014.0,2.0
2/25/2014 2:20,casper,wy,us,circle,1800,30 minutes,The fastest most nimble flying whatever I have ever seen.,2/27/2014,42.8667,-106.3125,2014.0,2.0
2/25/2014 4:00,evansville,in,us,,1800,30+ minutes,Loud low humming noise. Gradually getting louder then softer then louder again then softer and so on.  Hum heard equally indoors.,2/27/2014,37.9747,-87.5558,2014.0,2.0
2/25/2014 17:58,mokena/matteson,il,,light,20,~20 seconds,Five bright lights not in formation seemed to be flying quickly that disappeared within 20 seconds.,2/27/2014,41.5039,-87.7131,2014.0,2.0
2/25/2014 18:35,evanston,wy,us,light,600,10 minutes,8 ORANGE orbs seen flying in single file formation about 750ft up.,5/2/2014,41.2683,-110.9625,2014.0,2.0
2/25/2014 20:00,breckenridge,tx,us,oval,900,15 minutes,Bright orange glow in the SW sky near Fort Worth&#44 TX.,2/27/2014,32.7556,-98.9019,2014.0,2.0
2/25/2014 20:30,kailua kona,hi,,cylinder,7200,2 hours,Looks like a multi-colored bright colored flickering orb about 1&#44000&#39 high S of Kailua Kona.  ((NUFORC Note:  Sirius confirmed.  PD)),2/27/2014,19.64,-155.9969,2014.0,2.0
2/25/2014 20:35,firebaugh (near),ca,us,formation,120,~2 minutes,Formation or cluster of five lights catapulting and zooming dramatically near the I-5 freeway at night.,3/27/2014,36.8589,-120.455,2014.0,2.0
2/25/2014 21:00,perth (port kennedy) (australia),,au,light,300,5 minutes,Bright fast moving lights in sand dunes / bush land of Port Kennedy Western Australia.,2/27/2014,-31.9522,115.8614,2014.0,2.0
2/25/2014 22:00,phoenix,az,us,fireball,50,50 seconds,Red glow over Deer Valley&#44 AZ.,2/27/2014,33.4483,-112.0733,2014.0,2.0
2/25/2014 23:35,frederick,md,us,light,600,10 minutes,&quot;Star&quot; appeared to split into two.,2/27/2014,39.4142,-77.4108,2014.0,2.0
2/26/2014 3:30,milpitas,ca,us,unknown,4,4 seconds,I seen something moving through the clouds then split the cloud in half as it wrap around through it in a super fast motion.,2/27/2014,37.4283,-121.9056,2014.0,2.0
2/26/2014 4:30,taunton,ma,us,oval,180,3 minutes,Oval disk with three yellow lights on bottom&#44 red and green light on either side producing a low drone&#44 flew a few hundred feet above.,2/27/2014,41.9,-71.0903,2014.0,2.0
2/26/2014 4:50,liberty county (rural area in),mt,,fireball,1200,20+ minutes,One very big very bright white-blue ball of light in sky&#8230;  ((NUFORC Note:  We suspect a possible sighting of Venus.  PD)),2/27/2014,48.1301,-121.6712,2014.0,2.0
2/26/2014 13:00,seattle,wa,us,triangle,300,5 minutes,((NUFORC Note:  Witness provides no information.  Photos are of a &quot;sun dog&#44&quot; not a UFO.  PD)),2/27/2014,47.6064,-122.3308,2014.0,2.0
2/26/2014 17:30,cuiaba (brazil),,,,41,41 seconds,http://www.youtube.com/watch?v=7LcHGSG-0fc  v&iacute;deo in youtube &oacute;vni sobre o ceu de cuiaba  esfera brilhante.,3/18/2014,-15.6014,-56.0979,2014.0,2.0
2/26/2014 18:30,macclesfield (cheshire) (uk/england),,gb,other,10,10 seconds,Klingon type ship over Macclesfield.,2/27/2014,53.25,-2.1167,2014.0,2.0
2/26/2014 19:00,albuquerque,nm,us,other,120,2 minutes,Twinkling string like light high up in the sky not surrounding by anything,3/18/2014,35.0844,-106.6506,2014.0,2.0
2/26/2014 19:30,danbury,ct,us,sphere,45,30-45 seconds,Bright blue sphere light moving across the town&#39s night sky silently without any sound interacting with it or against.,2/27/2014,41.3947,-73.4544,2014.0,2.0
2/26/2014 19:40,grove city,oh,us,fireball,60,~1 minute,Orange lights above Grove City&#44 Ohio.,2/27/2014,39.8814,-83.0931,2014.0,2.0
2/26/2014 19:40,tucson,az,us,light,4,4 seconds,I&#39ve never seen something moving so fast and so large and then to simply disappear.,2/27/2014,32.2217,-110.9258,2014.0,2.0
2/26/2014 19:45,hillsboro,oh,us,light,180,3 minutes,Two Vertical Strips of Lights.,3/18/2014,39.2022,-83.6117,2014.0,2.0
2/26/2014 19:58,el cajon,ca,us,unknown,60,1 minute,White flares from plane maybe?,3/18/2014,32.7947,-116.9617,2014.0,2.0
2/26/2014 20:00,washington court house,oh,us,unknown,15,10-15 seconds,Fayette Cty. on 2-26-14..saw 4 large lights line up in sky perfectly.  Then out instantly..no craft..no sound..just out.,2/27/2014,39.5364,-83.4392,2014.0,2.0
2/26/2014 20:05,noblesville,in,us,circle,600,10 minutes,Golden orange sphere not blinking&#44 flying close to air traffic&#44 and changing direction&#8230;,2/27/2014,40.0456,-86.0086,2014.0,2.0
2/26/2014 20:12,fresno,ca,us,light,72,72 seconds,Blue orb.,5/2/2014,36.7478,-119.7714,2014.0,2.0
2/26/2014 20:30,el cajon,ca,us,unknown,900,15 minutes,Small object that dropped two sets of reddish lights&#44 and hovered for some 15 minutes.,3/18/2014,32.7947,-116.9617,2014.0,2.0
2/26/2014 21:00,stout,oh,us,light,60,1 minute,Strange lights in the forest.,2/27/2014,38.6639,-83.3792,2014.0,2.0
2/26/2014 22:00,new hope,mn,us,light,20,20 seconds,Beautiful green glowing&#44 round light (Kind of florescent) in sky moving downward in a north west direction &#44 disappearing over neighbor,2/27/2014,45.0381,-93.3864,2014.0,2.0
2/27/2014 0:00,benton,mo,us,circle,1200,20 minutes,Red/Orange orb&#44 moves in strange ways.,2/27/2014,37.0978,-89.5625,2014.0,2.0
2/27/2014 1:00,monument,co,us,sphere,300,3-5 minutes,Red orbs flying over Monument&#44 Colorado.,3/18/2014,39.0917,-104.8722,2014.0,2.0
2/27/2014 2:24,waynesburg,pa,us,diamond,1200,20 minutes,Diamond craft in SW Pa.,3/18/2014,39.8964,-80.1794,2014.0,2.0
2/27/2014 3:05,scott depot,wv,us,unknown,180,3 minutes,Secret aircraft comunicating with unknown,2/27/2014,38.4417,-81.9169,2014.0,2.0
2/27/2014 3:35,churchton,md,us,circle,300,5 minutes,On 2/27/14 at 3:35 AM saw an object made up of round lights which formed a circle of light with rectangle shape in middle of it.,3/18/2014,38.8025,-76.5372,2014.0,2.0
2/27/2014 6:00,stedman,nc,us,sphere,180,3 minutes,Sphere shaped object with an illuminated green star shape on bottom with alternating red lights.,3/18/2014,35.0133,-78.6942,2014.0,2.0
2/27/2014 6:02,albert lea,mn,us,light,15,15 seconds,I observed two very bright lights in the western sky. They were at a diagonal from each other with the right light being slightly lower,3/18/2014,43.6481,-93.3681,2014.0,2.0
2/27/2014 14:50,winston salem,nc,,diamond,10,ten seconds,Diamond-shaped starburst white light.  Then silver craft with 2 bright lights out the back.,3/18/2014,36.0999,-80.2442,2014.0,2.0
2/27/2014 16:35,nashville,tn,us,light,2,2 seconds,Large star-like object seen in afternoon sky then quickly vanished.,3/18/2014,36.1658,-86.7844,2014.0,2.0
2/27/2014 18:00,decatur,al,us,diamond,2,hours,Strange orangish lights in sky&#44 Alabama&#8230;,3/18/2014,34.6058,-86.9833,2014.0,2.0
2/27/2014 18:00,murfreesboro,tn,us,light,5400,1.5 hours,Two lights circling and making random patterns in the sky at dusk and after dark.,3/18/2014,35.8456,-86.3903,2014.0,2.0
2/27/2014 19:00,albany,oh,us,fireball,2,2 seconds,Fast moving green light near Albany&#44 Ohio.,2/27/2014,39.2275,-82.2025,2014.0,2.0
2/27/2014 19:21,boise,id,us,light,120,several minutes,Strong green colored light dropping and rising rapidly in western sky over Boise.,3/18/2014,43.6136,-116.2025,2014.0,2.0
2/27/2014 19:30,butler,in,us,unknown,300,3-5 minutes,Two close lights&#44 first dim and second twice as bright with occaisional flare up&#44 non-blinking.,3/18/2014,41.4297,-84.8714,2014.0,2.0
2/27/2014 19:45,clayton,ga,us,diamond,20,20 seconds,Mysterious Diamond Object.,3/18/2014,34.8781,-83.4011,2014.0,2.0
